   8.0000000000000002E-003         100           1
   2.8000000000000001E-002         200           1
   2.0000000000000004E-002         300           1
   4.3999999999999984E-002         400           1
   8.7999999999999967E-002         500           1
  0.14799999999999991              600           1
  0.23199999999999976              700           1
  0.34399999999999986              800           1
  0.49199999999999999              900           1
  0.67200000000000060             1000           1
  0.89199999999999946             1100           1
   1.1600000000000001             1200           1
   1.4680000000000000             1300           1
   1.8320000000000007             1400           1
   2.2600000000000051             1500           1
   2.7439999999999998             1600           1
   3.2959999999999923             1700           1
   3.8960000000000008             1800           1
   4.5800000000000125             1900           1
   5.3760000000000048             2000           1
   8.0000000000000002E-003         100           2
   2.3999999999999994E-002         200           2
   1.5999999999999986E-002         300           2
   4.4000000000000039E-002         400           2
   8.3999999999999964E-002         500           2
  0.14799999999999991              600           2
  0.23200000000000021              700           2
  0.34400000000000031              800           2
  0.49199999999999999              900           2
  0.67200000000000060             1000           2
  0.89599999999999902             1100           2
   1.1559999999999988             1200           2
   1.4639999999999986             1300           2
   1.8320000000000007             1400           2
   2.2519999999999953             1500           2
   2.7360000000000042             1600           2
   3.2760000000000105             1700           2
   3.8919999999999959             1800           2
   4.5800000000000125             1900           2
   5.3359999999999843             2000           2
   4.0000000000000001E-003         100           3
   1.1999999999999997E-002         200           3
   3.6000000000000004E-002         300           3
   8.3999999999999964E-002         400           3
  0.16000000000000003              500           3
  0.31200000000000006              600           3
  0.44399999999999995              700           3
  0.67199999999999971              800           3
  0.94800000000000040              900           3
   1.3039999999999985             1000           3
   1.7319999999999993             1100           3
   2.2680000000000007             1200           3
   2.8680000000000021             1300           3
   3.5799999999999983             1400           3
   4.4119999999999990             1500           3
   5.8719999999999999             1600           3
   6.4319999999999879             1700           3
   7.6280000000000001             1800           3
   9.0000000000000000             1900           3
   10.564000000000021             2000           3
   0.0000000000000000              100           4
   1.6000000000000000E-002         200           4
   3.2000000000000001E-002         300           4
   8.0000000000000016E-002         400           4
  0.16000000000000003              500           4
  0.28000000000000003              600           4
  0.44399999999999995              700           4
  0.67600000000000016              800           4
  0.94399999999999906              900           4
   1.3000000000000007             1000           4
   1.7320000000000029             1100           4
   2.2720000000000020             1200           4
   2.8680000000000021             1300           4
   3.5760000000000005             1400           4
   4.4080000000000013             1500           4
   5.8599999999999994             1600           4
   6.4240000000000066             1700           4
   7.6319999999999908             1800           4
   8.9759999999999991             1900           4
   10.560000000000002             2000           4
   0.0000000000000000              100           5
   4.0000000000000036E-003         200           5
   1.5999999999999986E-002         300           5
   2.8000000000000025E-002         400           5
   5.6000000000000050E-002         500           5
  0.10400000000000009              600           5
  0.15600000000000014              700           5
  0.23599999999999977              800           5
  0.33600000000000030              900           5
  0.46000000000000085             1000           5
  0.61199999999999832             1100           5
  0.79999999999999716             1200           5
   1.0120000000000005             1300           5
   1.2599999999999980             1400           5
   1.5440000000000040             1500           5
   1.8799999999999955             1600           5
   2.2560000000000002             1700           5
   2.6880000000000024             1800           5
   3.1599999999999966             1900           5
   3.6799999999999784             2000           5
